genotype,devstage,arclength,x,y,x_sd,y_sd,x_sem,y_sem,curvature,curvature_sd,curvature_sem,crosssection
ecadGFPnbG4myoVI,wL3,-61.81234278836047,59.28038894617258,-14.195959878707447,0.3700258520569949,1.8531619797249503,0.1654805917263442,0.8287592319966152,0.011125518563681302,0.0021717503808460423,0.0009712362963465615,Along_DV
ecadGFPnbG4myoVI,wL3,-56.717778710836214,54.79396284784609,-11.744898063073583,0.24776784443195846,1.8130601462957765,0.11080514855769037,0.8108251468826139,0.010182013739883866,0.0019847855895308245,0.0008876230997905837,Along_DV
ecadGFPnbG4myoVI,wL3,-51.62321463331196,50.16200504039801,-9.52006309441432,0.16197690776924,1.7754164541159392,0.07243827531144689,0.7939903759549752,0.009372938603528672,0.001882266827249615,0.0008417753155045985,Along_DV
ecadGFPnbG4myoVI,wL3,-46.52865055578769,45.41428789029025,-7.515759803284249,0.11498748728627335,1.7257263209407552,0.0514239676268,0.7717682728368295,0.008793758856101772,0.001856480914542977,0.0008302435047698149,Along_DV
ecadGFPnbG4myoVI,wL3,-41.43408647826344,40.578886586269235,-5.728490969040239,0.10199367631508531,1.652948030365367,0.045612958703128204,0.7392208318342693,0.00851021346885128,0.0018429092329491825,0.0008241740642472734,Along_DV
ecadGFPnbG4myoVI,wL3,-36.339522400739185,35.67988663643938,-4.15834643165916,0.10142967471170376,1.5506881605575196,0.0453607295182122,0.6934888277821444,0.008523132561790638,0.0017853439260898444,0.0007984300763906505,Along_DV
ecadGFPnbG4myoVI,wL3,-31.24495832321493,30.736083952206503,-2.8093369819750897,0.09560785835670697,1.4172944293234935,0.042757134093753625,0.6338333376198205,0.008766738589545126,0.0016606171314072677,0.0007426505580854703,Along_DV
ecadGFPnbG4myoVI,wL3,-26.150394245690677,25.76128244626584,-1.6886180232537122,0.07979057818042663,1.2551184460013625,0.035683431355089085,0.561306033014589,0.009165169310583093,0.0014608207325593097,0.0006532988921887313,Along_DV
ecadGFPnbG4myoVI,wL3,-21.05583016816641,20.765340379586434,-0.8054627624575257,0.05754150662460008,1.0697918188299094,0.02573334406807205,0.47842544573536333,0.009644645764487373,0.0012025857972618127,0.0005378127182906387,Along_DV
ecadGFPnbG4myoVI,wL3,-15.961266090642141,15.755281181091963,-0.17022340158313315,0.040565314218007506,0.8698259519974118,0.0181413600240207,0.3889979914519363,0.010133147143977412,0.0009362973457106052,0.00041872490243230687,Along_DV
ecadGFPnbG4myoVI,wL3,-10.866702013117902,10.73640434240884,0.20670768410336288,0.04535817576963275,0.6672068799742581,0.02028479287125653,0.2983839877355968,0.010562917759013399,0.0007675724200143491,0.00034326882176122095,Along_DV
ecadGFPnbG4myoVI,wL3,-5.7721379355936335,5.713396312614215,0.3159367678309648,0.06212378917375241,0.48133906098439894,0.027782603122475175,0.21526137211740656,0.010875209709748144,0.0008008613201316942,0.0003581560704729378,Along_DV
ecadGFPnbG4myoVI,wL3,-0.677573858069394,0.6914413929842841,0.15010759308836985,0.07501094706238148,0.3527938589501804,0.03354591533762463,0.15777421013141518,0.01102624145874068,0.0009639482665164595,0.0004310907701447775,Along_DV
ecadGFPnbG4myoVI,wL3,4.416990219454874,-4.322673745621373,-0.29506688168259243,0.0799053103041396,0.3474228768902197,0.035734741120654105,0.15537223393301441,0.010999326644516408,0.0011110870295350658,0.0004968932253917448,Along_DV
ecadGFPnbG4myoVI,wL3,9.511554296979142,-9.319712583230904,-1.020057977770325,0.0805618729440086,0.45965598786773687,0.03602836485950087,0.20556440702741563,0.0108336473208625,0.0011911266770320448,0.0005326880439314179,Along_DV
ecadGFPnbG4myoVI,wL3,14.606118374503382,-14.287986759351332,-2.021713043740486,0.08685562617881017,0.621407350817933,0.038843016872825965,0.27790181562939154,0.010585482441049971,0.0012203777973674862,0.0005457695426290326,Along_DV
ecadGFPnbG4myoVI,wL3,19.70068245202765,-19.213783035613737,-3.2939232207533635,0.10845317912101204,0.7991082347403927,0.04850173617810876,0.3573720668518754,0.010307770251172365,0.0012430057741808554,0.0005558890814986291,Along_DV
ecadGFPnbG4myoVI,wL3,24.79524652955189,-24.08181455999223,-4.8283181757603595,0.147735272211058,0.9838767150148313,0.06606922226767227,0.4400030432504701,0.01004672389062004,0.0013073154643984085,0.0005846492492863095,Along_DV
ecadGFPnbG4myoVI,wL3,29.889810607076157,-28.875672131565068,-6.614960835301739,0.20504396508877762,1.1754192725708692,0.09169844886292008,0.5256634791063635,0.009839539655938211,0.0014385364202495288,0.0006433330447574302,Along_DV
ecadGFPnbG4myoVI,wL3,34.984374684600425,-33.57827546527538,-8.643042119304287,0.2848028123392783,1.3764637946200293,0.12736768971474843,0.615573322667539,0.00971318259330327,0.001625110508271765,0.0007267715134889801,Along_DV
ecadGFPnbG4myoVI,wL3,40.078938762124665,-38.17232445669214,-10.901575674879018,0.3950319627427869,1.5906334983960977,0.17666366439560716,0.7113529259403953,0.009683931774801893,0.0018304106866082828,0.0008185845443996368,Along_DV
ecadGFPnbG4myoVI,wL3,45.17350283964893,-42.64075027017587,-13.380092473496154,0.5441748077722747,1.8213732903594868,0.2433623723643374,0.8145428979292549,0.009757258984250405,0.00201163363632118,0.0008996299113278495,Along_DV
ecadGFPnbG4myoVI,wL3,50.2680669171732,-46.96716328107011,-16.069302881358215,0.738363356024175,2.0712895360888837,0.3302061312329868,0.9263088407557495,0.009915021771456528,0.002128013891795897,0.0009516767438239015,Along_DV
ecadGFPnbG4myoVI,wL3,55.36263099469744,-51.136453626953404,-18.96134876431592,0.9802091120988768,2.341661756112665,0.43836284136356,1.0472229733958904,0.01008980494722456,0.0021526774084234678,0.0009627066037725904,Along_DV
ecadGFPnbG4myoVI,wL3,60.45719507222171,-55.13581035808941,-22.049216565648074,1.2686722993642146,2.63194996851355,0.5673675005098694,1.1770438085949457,0.010193903747640915,0.002082464726868774,0.0009313065380048222,Along_DV
ecadGFPnbG4myoVI,wL3,65.55175914974598,-58.95597238892598,-25.325737410231223,1.5993728484859593,2.93944203077776,0.7152612821164153,1.31455843934782,0.010131796535194146,0.0019449281679739092,0.000869798318988758,Along_DV
ecadGFPnbG4myoVI,wL3,70.64632322727022,-62.59259369924541,-28.78246037470897,1.9649517254507076,3.2591712858345487,0.8787531261226571,1.4575457090882895,0.00981179275792548,0.001808903035114638,0.0008089660302444038,Along_DV
ecadGFPnbG4myoVI,wL3,75.74088730479448,-66.04762749125904,-32.408506863413194,2.355218354224784,3.5839359767427093,1.053285668380359,1.6027848942007605,0.009152386948624533,0.0018026835921248839,0.0008061846107829489,Along_DV
ecadGFPnbG4myoVI,wL3,80.83545138231872,-69.33071048252573,-36.18942484894039,2.7570657886724517,3.90433621785973,1.2329973043821343,1.7460722380297569,0.008085505546329325,0.002072928964332746,0.0009270420153552514,Along_DV
ecadGFPnbG4myoVI,wL3,85.93001545984299,-72.46054689737491,-40.106043297578665,3.154186159459933,4.2087873422439745,1.4105949332482803,1.8822269200196398,0.006555752552823414,0.0026715154780152816,0.0011947380423570028,Along_DV
ecadGFPnbG4myoVI,wL3,91.02457953736726,-75.46617165777974,-44.13340050835293,3.5267531574934017,4.483573790917494,1.5772119600034535,2.005115155725589,0.004564652347181688,0.00349080076262116,0.001561133560225804,Along_DV
ecadGFPnbG4myoVI,wL3,96.1191436148915,-78.38691392168235,-48.240456193342176,3.8522470530721673,4.7136151907040915,1.7227772553585212,2.1079927972379964,0.0022602738486441963,0.004350070907146764,0.001945410851064868,Along_DV
ecadGFPnbG4myoVI,wL3,101.21370769241577,-81.26913469632996,-52.391763287284576,4.108330929639884,4.884316197414311,1.8373014465479371,2.184332608204336,-7.630940186588477e-05,0.005086334777894013,0.0022746780639384613,Along_DV
ecadGFPnbG4myoVI,wL3,106.30827176994,-84.16003803064872,-56.551171154794176,4.276592450192478,4.983940111800916,1.9125502861385528,2.2288857771549497,-0.002134377489464269,0.005547866167406524,0.002481081176078443,Along_DV
ecadGFPnbG4myoVI,wL3,111.4028358474643,-87.1006095309224,-60.68630090641538,4.34649886288345,5.00619092257148,1.9438133843065866,2.238836642242443,-0.0035886268412798307,0.005641461504935641,0.0025229382834968716,Along_DV
ecadGFPnbG4myoVI,wL3,116.49739992498854,-90.11834499808239,-64.77317254758297,4.319391126335554,4.952837116697659,1.931690435979136,2.2149760948840047,-0.004079991646001471,0.005447046596138963,0.002435993293115113,Along_DV
ecadGFPnbG4myoVI,wL3,121.59196400251278,-93.2195475436103,-68.80108601078109,4.2125298312908,4.836311116251801,1.8839006120023898,2.162864083255383,-0.0032378783107433534,0.005432480423659765,0.0024294791027480184,Along_DV
ecadGFPnbG4myoVI,wL3,126.68652808003708,-96.38144193936333,-72.7776096940682,4.0650171667672375,4.6829862414076295,1.8179309429190282,2.09429511469674,-0.0006619582214956027,0.00674298415651313,0.003015554189033488,Along_DV
ecadGFPnbG4myoVI,wL3,131.78109215756132,-99.54469583699486,-76.73332312997248,3.9482340206982656,4.537598727151544,1.7657039322717265,2.029275841705475,0.0038573119247217644,0.009896422206600712,0.004425814557599532,Along_DV
ecadGFPnbG4myoVI,wL3,136.87565623508556,-102.6119745027842,-80.72291877155202,3.9758369012385386,4.4645987384212305,1.778048315724298,1.9966292542739346,0.009662289283396644,0.012954200859791824,0.005793294743336148,Along_DV
ecadGFPnbG4myoVI,wL3,141.9702203126098,-105.46050858458511,-84.81791835397898,4.284366909656023,4.53590560964047,1.9160271301083134,2.028518656535743,0.015030583056549956,0.01334353430616524,0.005967409953737193,Along_DV
ecadGFPnbG4myoVI,wL3,147.0647843901341,-107.9700418372352,-89.09022833433035,4.958947018941058,4.798406883569922,2.2177085262344285,2.1459127950730528,0.018147559618065686,0.011411700459630381,0.005103467593319825,Along_DV
ecadGFPnbG4myoVI,wL3,152.15934846765833,-110.06314932819396,-93.58722329586212,5.964129565836183,5.235202056335965,2.6672398271652025,2.3412535347827803,0.0178647828780964,0.010492636309706685,0.004692449610337337,Along_DV
ecadGFPnbG4myoVI,wL3,157.25391254518257,-111.75033444737979,-98.30264643474722,7.140356346208562,5.748636801762261,3.1932644347388734,2.5708685333394796,0.012711562848375269,0.012566862556064989,0.0056200717878516155,Along_DV
ecadGFPnbG4myoVI,wL3,162.34847662270687,-113.17561579584364,-103.1470129175082,8.220457830246612,6.166812356315393,3.67630050292037,2.757882326641375,-0.001905849272608727,0.027693638915328448,0.01238497183180159,Along_DV
ecadGFPnbG4myoVI,wL3,167.4430407002311,-114.6623202290481,-107.91789754464608,8.834683012961614,6.258982811033253,3.950990355328965,2.7991022070946148,-0.03794153608849879,0.07749858707797748,0.034658421773308884,Along_DV
ecadGFPnbG4myoVI,0hAPF,-237.48841568375087,84.57164420192625,-162.37616019173697,13.103289491503375,3.9352359195127624,7.565187715189069,2.272009517455378,0.07363222329481187,0.05486460364642317,0.031676093684244545,Along_DV
ecadGFPnbG4myoVI,0hAPF,-232.39154354486104,89.17753913131537,-161.5353469267472,13.371062690559999,2.943837967239808,7.719786643746177,1.699625642836544,0.04358707208796003,0.009123970451753876,0.005267726796398292,Along_DV
ecadGFPnbG4myoVI,0hAPF,-227.2946714059712,93.73716137164566,-159.7347499785933,12.980896009491598,2.3588879058426637,7.494523805402514,1.3619045674264145,0.037603506128931034,0.00588962276452968,0.0034003752885265587,Along_DV
ecadGFPnbG4myoVI,0hAPF,-222.19779926708134,97.93812101051795,-157.1183570918438,12.243895752168633,2.2320735781167698,7.069016508444276,1.2886882811767684,0.03604652183169834,0.007567880704535076,0.004369317961958301,Along_DV
ecadGFPnbG4myoVI,0hAPF,-217.1009271281915,101.57295759692165,-153.82461557743713,11.398041464579004,2.448789186077809,6.580662307809204,1.4138090957706675,0.03481196930846543,0.004971456048775892,0.0028702714880251548,Along_DV
ecadGFPnbG4myoVI,0hAPF,-212.00405498930166,104.52383031519848,-149.98401540443572,10.607672470870147,2.8140016959084693,6.1243425565322624,1.6246646366328183,0.033606463613219374,0.004801997555335878,0.002772434581221094,Along_DV
ecadGFPnbG4myoVI,0hAPF,-206.90718285041183,106.74720815900578,-145.71667229177962,9.967424581897923,3.202962643196436,5.754695265486059,1.8492313442537778,0.03219274826250335,0.009732643259155405,0.00561914420559997,Along_DV
ecadGFPnbG4myoVI,0hAPF,-201.810310711522,108.2585601052801,-141.12991080004105,9.511491029744104,3.5605310705079654,5.491461906417469,2.0556735720158,0.02942922835370421,0.01280271654945988,0.0073916518461891395,Along_DV
ecadGFPnbG4myoVI,0hAPF,-196.71343857263216,109.11704916020379,-136.31585407677508,9.228690494496295,3.8645125412126227,5.328186941265177,2.2311773559557926,0.024690942175870954,0.012075509396193156,0.006971798600493974,Along_DV
ecadGFPnbG4myoVI,0hAPF,-191.61656643374232,109.41055529691722,-131.349578764939,9.080067597420252,4.106776309845803,5.242379471630581,2.3710484079910525,0.01894707578392411,0.00889380480807857,0.00513484060006415,Along_DV
ecadGFPnbG4myoVI,0hAPF,-186.51969429485246,109.24227025650087,-126.28997097961111,9.01484831001147,4.285357977054471,5.204725098488765,2.4741525816263095,0.013617860393478306,0.005462911043180551,0.0031540131613392707,Along_DV
ecadGFPnbG4myoVI,0hAPF,-181.42282215596262,108.71844431422278,-121.18250292262894,8.981382492639336,4.401034618735296,5.1854035998203125,2.5409385218396854,0.009422437293961874,0.003259417082084648,0.001881825329742836,Along_DV
ecadGFPnbG4myoVI,0hAPF,-176.32595001707278,107.93704459946703,-116.06188289425889,8.933388234230879,4.456449674705741,5.157694101808634,2.57293241932138,0.006428843889707894,0.0030206803083966316,0.0017439905891885972,Along_DV
ecadGFPnbG4myoVI,0hAPF,-171.22907787818295,106.97899416505165,-110.95387597267036,8.83449393551876,4.456203308862433,5.100597451825872,2.572790179935427,0.004436429914030462,0.0036121235169646626,0.0020854604848657256,Along_DV
ecadGFPnbG4myoVI,0hAPF,-166.1322057392931,105.90432717643716,-105.87668319561698,8.66054464048983,4.406941167969304,5.000167779515574,2.5443486696299216,0.003157885436210716,0.0040729190863123405,0.0023515009308699947,Along_DV
ecadGFPnbG4myoVI,0hAPF,-161.03533360040325,104.75364007487549,-100.84217729687278,8.3984495787654,4.317090299086203,4.848847125075703,2.4924732462933417,0.002420657674751961,0.004229055265784407,0.002441646196118432,Along_DV
ecadGFPnbG4myoVI,0hAPF,-155.93846146151344,103.55056687762738,-95.85711333414616,8.044741872543453,4.196312690395805,4.644633885674017,2.422742261403861,0.002129522740214081,0.004077961026075113,0.002354411896149269,Along_DV
ecadGFPnbG4myoVI,0hAPF,-150.84158932262358,102.30426471666816,-90.9243390659786,7.604267795182854,4.0547262284060555,4.390326058538823,2.3409972794604723,0.002225409409714933,0.003655967889701113,0.002110774045267566,Along_DV
ecadGFPnbG4myoVI,0hAPF,-145.74471718373374,101.01189937739366,-86.04400532864453,7.088776493927766,3.901956624165936,4.092707016994288,2.252795707328447,0.002659000206513161,0.003032549956905148,0.0017508435339501753,Along_DV
ecadGFPnbG4myoVI,0hAPF,-140.6478450448439,99.66113083732573,-81.21477641305016,6.515350362109377,3.7461305410327976,3.7616392854285747,2.1628294762847644,0.003375576723116279,0.0023313649431138833,0.001346014177486057,Along_DV
ecadGFPnbG4myoVI,0hAPF,-135.55097290595407,98.2325988048179,-76.43504044163255,5.904688270038536,3.5929707387961405,3.4090733621875744,2.0744026232344,0.004307746600077169,0.0017777607299643166,0.0010263906359996439,Along_DV
ecadGFPnbG4myoVI,0hAPF,-130.45410076706423,96.70240834349393,-71.70411908729933,5.279275238945342,3.445181817068737,3.0479909803312193,1.9890766494918395,0.005372634017271343,0.0016750385674245934,0.0009670839678055942,Along_DV
ecadGFPnbG4myoVI,0hAPF,-125.35722862817438,95.04462715564136,-67.02338781509017,4.661488897837062,3.302352836254367,2.6913118699906797,1.906614298970583,0.0064612253524650816,0.0020077542683578685,0.0011591774673030356,Along_DV
ecadGFPnbG4myoVI,0hAPF,-120.26035648928455,93.23384843061199,-62.396875439849026,4.0717416941347215,3.1617219278437525,2.3508211631793046,1.8254210061433331,0.007451658865302235,0.0024370653708969603,0.0014070403479200752,Along_DV
ecadGFPnbG4myoVI,0hAPF,-115.1634843503947,91.24768198373145,-57.831412609208904,3.526648170470327,3.0194655926855773,2.036111270558145,1.7432892727458311,0.008257001231699998,0.0027338687055542994,0.0015783998330808687,Along_DV
ecadGFPnbG4myoVI,0hAPF,-110.06661221150486,89.06851869399561,-53.336636232208384,3.037353258568321,2.8718929158981785,1.753616721458407,1.6580881480775926,0.008865691966210966,0.0028221106243329613,0.001629346328641538,Along_DV
ecadGFPnbG4myoVI,0hAPF,-104.96974007261502,86.68389975371156,-48.92470686891153,2.609192224290692,2.7161175087693126,1.5064178330617095,1.5681511748386183,0.009307611716107873,0.00270968618336098,0.0015644380473828715,Along_DV
ecadGFPnbG4myoVI,0hAPF,-99.87286793372519,84.0861059945501,-44.609841446441976,2.2424458059063763,2.5503016314708384,1.2946766896831938,1.4724173334444304,0.009620702727942979,0.002432779277321931,0.0014045657706407602,Along_DV
ecadGFPnbG4myoVI,0hAPF,-94.77599579483535,81.2716810004528,-40.407829995077215,1.933371856332208,2.3737483140501974,1.1162327616970469,1.3704842281053018,0.009844512647240834,0.0020377576991256908,0.00117649995613345,Along_DV
ecadGFPnbG4myoVI,0hAPF,-89.67912365594549,78.24095417843877,-36.33555237418199,1.6754270757471783,2.1869240982712386,0.967308273190221,1.2626212168341793,0.010014459102224144,0.0015735313872398933,0.0009084787700012777,Along_DV
ecadGFPnbG4myoVI,0hAPF,-84.58225151705565,74.99756382941169,-32.41049499814172,1.4605657327574237,1.9914744498896508,0.8432580189766417,1.1497783097280518,0.010157699860691517,0.0010882705242271013,0.0006283132801136521,Along_DV
ecadGFPnbG4myoVI,0hAPF,-79.48537937816582,71.54798021896671,-28.65026756229588,1.2803954682176082,1.7902898424464972,0.7392366682446131,1.0336243224639379,0.010291101500714894,0.0006284348669677021,0.0003628270396119495,Along_DV
ecadGFPnbG4myoVI,0hAPF,-74.38850723927598,67.90102864819737,-25.072119768871374,1.1269750678475687,1.5876734112715307,0.6506593587917906,0.9166436713828298,0.010421197399874285,0.0002396775796357889,0.0001383779151214407,Along_DV
ecadGFPnbG4myoVI,0hAPF,-69.29163510038615,64.06741252450259,-21.692458052916,0.9931956734022748,1.389640532885255,0.573421789396775,0.802309335738117,0.010545699414698751,7.295088882641951e-05,4.211821530155577e-05,Along_DV
ecadGFPnbG4myoVI,0hAPF,-64.19476296149631,60.05923635833424,-18.526362432098594,0.872903804022176,1.2042996713815959,0.5039712462288517,0.6953027394571423,0.010656382392586173,0.00020701690887700016,0.00011952126806694028,Along_DV
ecadGFPnbG4myoVI,0hAPF,-59.09789082260647,55.889511024343854,-15.587133170666654,0.7610356579008911,1.0419908914005849,0.43938414195198344,0.6015937216432659,0.010751649249342786,0.00023804738423483773,0.00013743672136786985,Along_DV
ecadGFPnbG4myoVI,0hAPF,-54.00101868371661,51.571553049674456,-12.886049440233302,0.6538925923864248,0.91429891162194,0.3775250642354046,0.5278707227447089,0.010833812534247865,0.0002808938793793395,0.00016217415687337996,Along_DV
ecadGFPnbG4myoVI,0hAPF,-48.90414654482677,47.118500497032926,-10.432371413339055,0.549387381836509,0.8306506621838237,0.3171889527926922,0.47957638341437153,0.010897467610360872,0.00048263687011182156,0.0002786505268798986,Along_DV
ecadGFPnbG4myoVI,0hAPF,-43.80727440593694,42.54325424350383,-8.233465704813135,0.44693525959488145,0.7924523827777736,0.2580381924374401,0.457522596516708,0.010937557778289772,0.0008013630835791395,0.0004626671920230448,Along_DV
ecadGFPnbG4myoVI,0hAPF,-38.7104022670471,37.85856028367072,-6.2949675313893,0.3472345498648032,0.7892996331591088,0.20047596083638267,0.45570235567568435,0.010949631262794789,0.0011668063092423577,0.000673655936733229,Along_DV
ecadGFPnbG4myoVI,0hAPF,-33.613530128157265,33.0770963770478,-4.620944109598407,0.2521359679586504,0.8025197606597815,0.14557076897331367,0.4633349998469189,0.010929402059897425,0.0015322809243549593,0.0008846628041504645,Along_DV
ecadGFPnbG4myoVI,0hAPF,-28.51665798926743,28.211558695511446,-3.2140580536609384,0.16494487814443107,0.8125668675178359,0.0952309697981373,0.46913569969599356,0.010873368299461858,0.0018636420092821558,0.0010759742157321478,Along_DV
ecadGFPnbG4myoVI,0hAPF,-23.419785850377565,23.274748470731883,-2.0757307733795343,0.0934253557442501,0.8037470630679936,0.05393915428807934,0.46404358322267725,0.010780134848420367,0.0021361584810665494,0.0012333116740754744,Along_DV
ecadGFPnbG4myoVI,0hAPF,-18.32291371148773,18.279658641604804,-1.2063058720315518,0.06615630432940303,0.7656780491505625,0.03819536011317165,0.44206442778966476,0.010651863762994021,0.002333422646946498,0.0013472021933477298,Along_DV
ecadGFPnbG4myoVI,0hAPF,-13.226041572597893,13.239560501682837,-0.6052125442615721,0.10022851885645132,0.6942037185356627,0.05786696234224965,0.40079870376900406,0.010495314593116275,0.0024458373521464498,0.0014121048536557945,Along_DV
ecadGFPnbG4myoVI,0hAPF,-8.129169433708057,8.168090346607295,-0.2711289739739607,0.14911427603441443,0.5949529843719881,0.08609116740848534,0.34349626568233854,0.01032218864115697,0.002468573501278075,0.0014252315754772736,Along_DV
ecadGFPnbG4myoVI,0hAPF,-3.032297294818221,3.079336121539677,-0.20214573222540197,0.1974367625437063,0.49571707721242864,0.11399016800253706,0.2862023879704902,0.010148804101028175,0.002399732375984023,0.001385486133257436,Along_DV
ecadGFPnbG4myoVI,0hAPF,2.0645748440716147,-2.012075964938742,-0.39592915464125844,0.24582110309951893,0.4713851452725286,0.14192488004699802,0.27215434051508525,0.009995227293745133,0.002240058512991538,0.0012932983854761775,Along_DV
ecadGFPnbG4myoVI,0hAPF,7.161446982961479,-7.090911464538408,-0.8498745591659636,0.2979007185563527,0.6046990630770521,0.1719930600502932,0.34912316684625055,0.009879453988518715,0.0020032915556649506,0.0011566009189284635,Along_DV
ecadGFPnbG4myoVI,0hAPF,12.258319121851315,-12.141404618592764,-1.561169756701562,0.35669786277228527,0.8761343698730939,0.2059396070909431,0.5058364142925139,0.00981151171623494,0.0017199478752409484,0.0009930123687624864,Along_DV
ecadGFPnbG4myoVI,0hAPF,17.35519126074115,-17.147510105289893,-2.5267518101535296,0.42308368230634447,1.2322835781718406,0.2442674778693061,0.7114592555754675,0.009796108729577813,0.0014319356186538975,0.0008267284148920411,Along_DV
ecadGFPnbG4myoVI,0hAPF,22.45206339963096,-22.09318514683491,-3.743245254351011,0.4960848202335574,1.6423000427035044,0.2864147045027315,0.9481823717450022,0.009832577661464571,0.001202263856611273,0.0006941273612514762,Along_DV
ecadGFPnbG4myoVI,0hAPF,27.548935538520823,-26.96267184578711,-5.206900176022997,0.574365905611504,2.088253285765102,0.3316103102181451,1.2056535966726023,0.009914511001846066,0.0011121428549469338,0.0006420959766809312,Along_DV
ecadGFPnbG4myoVI,0hAPF,32.64580767741069,-31.740779521396703,-6.913530293774393,0.6580248969304459,2.5568980928700165,0.3799108513762687,1.4762258022089447,0.010029500937526597,0.0012001589849353434,0.0006929121130227685,Along_DV
ecadGFPnbG4myoVI,0hAPF,37.742679816300495,-36.41316704594197,-8.85845103806217,0.7501385413107031,3.036856650023091,0.4330926887552477,1.7533300043811368,0.01015918877198662,0.0014089752383094215,0.0008134722331194616,Along_DV
